customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1758661269,Male,0,No,No,13.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.27,767.99,No
1056445761,Male,0,No,Yes,69.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.79,3969.81,No
2480637421,Female,0,No,Yes,11.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.81,255.45,Yes
3353420959,Male,0,Yes,No,45.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),33.99,1440.88,No
708355241,Male,0,Yes,Yes,38.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.25,1472.67,No
1984403051,Female,0,Yes,No,39.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,37.36,1398.36,Yes
2249431134,Male,0,No,No,6.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,16.97,106.31,No
1411553983,Female,0,No,No,25.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,17.48,397.13,No
2462851701,Male,0,No,Yes,31.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),26.63,864.9,No
2564614205,Male,0,Yes,No,35.0,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,50.11,1609.4,No
4105825328,Male,1,Yes,No,23.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.35,775.01,Yes
2167098274,Female,0,Yes,No,40.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.01,1098.88,No
644185439,Male,0,No,No,24.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.43,1620.26,Yes
3807334991,Male,1,Yes,No,13.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,33.89,425.73,No
3980209185,Male,0,Yes,Yes,14.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.38,636.44,No
2892135089,Female,0,Yes,No,36.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),17.3,646.45,No
4170781597,Female,1,Yes,No,14.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.89,753.81,No
951316472,Female,0,No,No,42.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.04,1883.56,No
3968423523,Male,1,Yes,No,14.0,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,47.2,634.88,No
1769262682,Female,0,No,No,10.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),56.92,520.22,Yes
3386967887,Female,0,No,No,72.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.64,3625.77,No
1706684070,Female,0,No,No,61.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),55.55,3241.31,No
4036189772,Male,0,Yes,Yes,28.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.51,859.77,No
2843584041,Male,1,No,No,18.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,41.71,,No
2747685929,Male,1,No,No,43.0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.88,2336.78,No
656658578,Female,0,Yes,No,72.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),29.92,2338.51,No
1603533187,Male,0,No,No,19.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,37.32,766.16,No
1770869153,Male,0,Yes,No,72.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,45.14,3107.8,Yes
2138045094,Male,0,Yes,Yes,18.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),57.29,1026.16,No
1931971146,Female,1,Yes,No,7.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.65,455.45,No
1607512956,Male,0,No,No,27.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),42.63,1076.31,No
725914250,Female,0,Yes,Yes,6.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,39.55,218.43,Yes
3293661150,Female,1,Yes,Yes,41.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,26.6,1030.55,No
3944091105,Female,0,Yes,Yes,9.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),45.18,444.51,No
1592809875,Male,0,Yes,Yes,37.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.4,1826.39,No
132238717,Female,0,Yes,No,48.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,25.06,1191.4,No
3662656966,Female,0,No,No,72.0,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),40.11,2856.53,No
1280769868,Female,0,Yes,No,7.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,42.79,282.74,No
2694873332,Male,0,No,No,16.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.17,310.34,Yes
539801954,Male,0,No,No,20.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),25.44,483.19,No
3372214693,Male,0,No,No,39.0,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.24,884.71,No
1039079498,Male,0,No,Yes,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,42.19,1052.57,Yes
110123447,Male,0,Yes,Yes,11.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),55.06,652.3,No
3965578442,Male,1,No,No,17.0,No,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),44.13,702.84,No
1994154269,Male,0,Yes,No,31.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.49,1164.2,No
3522466212,Female,0,Yes,No,19.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.25,506.84,Yes
2609256741,Male,1,Yes,No,70.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),28.64,1978.84,No
452605095,Female,0,No,No,35.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,72.27,2525.8,Yes
1709102389,Female,0,No,Yes,11.0,No,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),44.08,472.76,No
2680411925,Male,1,Yes,No,25.0,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),38.41,963.33,No
38939179,Female,0,No,No,40.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.19,1300.21,No
2132664990,Male,0,Yes,No,32.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.02,1144.46,Yes
1117839752,Female,0,Yes,No,18.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,41.23,738.14,Yes
965265400,Male,0,Yes,No,23.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,39.06,960.53,No
20791409,Female,0,No,No,25.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,22.92,581.92,No
3758989371,Male,0,No,No,51.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,55.48,2719.63,No
327522126,Male,0,Yes,No,41.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,57.32,2385.76,No
254326228,Male,0,Yes,No,7.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.15,260.47,Yes
2830804325,Female,0,No,No,68.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,17.37,1199.18,No
2419910946,Female,0,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,29.81,2170.18,No
168413316,Male,0,Yes,No,20.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.79,821.02,No
723834005,Male,1,No,No,37.0,No,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,50.25,1949.98,No
2782921010,Male,0,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.81,2451.18,Yes
2371786111,Female,0,Yes,No,27.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),42.97,1242.64,No
1204939152,Male,0,Yes,No,31.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.16,1301.54,No
4062277730,Male,0,No,No,43.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,38.72,1816.9,No
2130052604,Female,0,Yes,Yes,62.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),48.94,2946.87,No
2834390746,Female,1,Yes,Yes,5.0,No,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,36.92,199.28,No
933710296,Male,0,No,Yes,26.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.15,1128.1,No
3018056595,Female,0,No,No,62.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.74,1801.32,Yes
494893756,Male,0,No,Yes,44.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.13,2040.71,Yes
712632871,Female,0,No,No,35.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.29,1960.97,No
479903765,Male,0,Yes,Yes,31.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),31.99,997.68,Yes
1816884762,Female,0,No,Yes,60.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.72,3135.87,No
104896099,Female,0,Yes,No,40.0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.21,2389.74,No
336554345,Female,0,No,No,72.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),,4181.53,No
3074220952,Male,0,Yes,No,24.0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),45.21,1120.94,Yes
3175914167,Female,0,Yes,No,3.0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,54.95,173.16,No
2192198410,Male,0,Yes,Yes,55.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.49,2194.96,No
125294017,Male,0,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.54,882.15,Yes
4202487725,Female,0,No,Yes,28.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,57.15,1562.04,No
2540065407,Male,1,No,No,32.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,46.0,1616.8,No
2121750449,Female,1,Yes,Yes,18.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,62.42,1120.83,No
1484302251,Female,0,Yes,Yes,9.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,30.6,262.9,No
07295721,Male,1,No,No,53.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.29,1847.52,No
909534088,Female,0,Yes,No,1.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,40.15,39.84,Yes
345937527,Male,0,No,Yes,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),37.07,2602.73,No
2761966287,Female,0,No,No,28.0,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.64,1540.49,No
536389557,Male,1,No,No,3.0,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,18.2,59.27,No
4159096917,Female,0,Yes,No,58.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),59.51,3161.07,No
3212978537,Male,0,No,No,5.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.33,124.53,Yes
2182484546,Male,0,No,Yes,17.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,36.86,567.72,Yes
951027219,Male,0,No,No,72.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,28.26,1967.42,Yes
2530881369,Female,0,No,No,38.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.56,2011.91,No
2407879033,Female,0,Yes,Yes,34.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,43.15,1498.09,No
2404591962,Female,0,No,Yes,38.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,25.97,974.63,No
72423344,Female,1,Yes,Yes,13.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.93,266.55,No
4230091529,Female,0,No,No,39.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.43,1570.92,No
1281089140,Female,0,No,No,36.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.91,1439.77,No
3470703470,Male,0,No,No,25.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,40.6,964.93,Yes
1826447594,Female,0,Yes,Yes,68.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),37.05,2417.03,No
4006389174,Female,0,No,No,48.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),42.94,2239.32,Yes
2557668767,Male,0,Yes,Yes,10.0,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,38.24,400.57,No
